league,market_group,n_settled,model_brier,baseline_brier,promised_avg,actual_pct,status,reason
bulgaria,team_total,5,0.15997674792321362,0.15999999999999998,82.04810606717578,80.0,unverified,n=5 - под минимума от 20 за самостоятелна преценка
champions_league,1x2,2,0.4019576059356599,0.25,77.43332540377713,50.0,unverified,n=2 - под минимума от 20 за самостоятелна преценка
conference_league,btts,3,0.2263428824101943,0.22222222222222224,62.95521784529899,66.66666666666666,unverified,n=3 - под минимума от 20 за самостоятелна преценка
conference_league,team_total,26,0.19059443076305277,0.19674556213017755,74.86456655547623,73.07692307692307,weak,"n=26, Brier 0.191 срещу baseline 0.197 (+0.006) - в рамките на шум"
europa_league,1x2,8,0.2224980817148506,0.25,49.15141220439894,50.0,unverified,n=8 - под минимума от 20 за самостоятелна преценка
portugal,1x2,3,0.3011131897456494,0.22222222222222224,67.83876818884539,33.33333333333333,unverified,n=3 - под минимума от 20 за самостоятелна преценка
portugal,ou25,4,0.22428591218483868,0.1875,54.626219144662855,75.0,unverified,n=4 - под минимума от 20 за самостоятелна преценка
